full_text_norm,created_at,id_str,user_name,user_screen_name,,label
Tim BPN apa gk malu capresnya sampai diledekin anak² #SaveErinTaulany #SaveTaulany CC : @sudirmansaid @Dahnilanzar @msaid_didu @rockygerung @ustadtengkuzul @haikal_hasaan @fadlizon @Fahrihamzah @sandiuno,4/22/2019 3:47,1.12E+18,ARek THampan,arek_thampan,,hoax
#saveerintaulany #SaveTaulany #PrayForSriLanka,4/22/2019 3:43,1.12E+18,Ego Yunizar Lubis,eggoyunizar,,hoax
"Woles cah ayu. Masa baru sama 1 yg katanya cebong betina @erintaulany sewotnya udah sampe ubun². @jokowi malahan dihina, dicaci maki seabrek-abrek gerombolan vampir. Masa harus dibilang juga @kondangtitis sakit jiwa. #SaveTaulany #SaveErinTaulany #ErinTaulanyMasihWaras",4/22/2019 3:43,1.12E+18,Firman TM,iFir17,,hoax
DASAR SINTING!!!!!!! *Lapor sana lapor* dasar gila! #saveerintaulany kek gini kok org disuruh ngeliat sbg kewajaran bukan ketidakwarasan,4/22/2019 3:42,1.12E+18,farhanaz maharani,frhmahrani,,hoax
Tanpa di posting mba erin kita jga udah tau kalo emg GILA kalo ini sih sy mau sujud syukur krn mba erin membantu expresikan apa yg ada dihati saya dan seluruh msy yg muak melihat tingkah nya #saveerintaulany #SaveTaulany,4/22/2019 3:40,1.12E+18,farhanaz maharani,frhmahrani,,hoax
@erintaulany #saveerintaulany #SaveTaulany,4/22/2019 3:39,1.12E+18,Donny Octavian,DonnyOctavian,,hoax
@andretaulany74 #SaveTaulany #saveerintaulany,4/22/2019 3:34,1.12E+18,Donny Octavian,DonnyOctavian,,hoax
Kalah tapi ngaku2 #SaveTaulany #saveerintaulany,4/22/2019 3:29,1.12E+18,Diana Elizabeth Kristianti,DianaEl90244202,,hoax
KALAU KALAH NAGAKU MENANG NAMANYA APA YA .... Gila Stress Sinting #SaveTaulany #SaveErinTaulany,4/22/2019 3:28,1.12E+18,#JOKOWI TETAP PRESIDEN RI2019-2024 🇲🇨 🇲🇨 🇲🇨,carina_niken,,hoax
#SaveTaulany #saveerintaulany,4/22/2019 3:26,1.12E+18,mrs.gunardi,eva12730539,,hoax
#SaveTaulany #saveerintaulany ,4/22/2019 3:24,1.12E+18,Vera Isdijono,Viviesdijono64,,hoax
#SaveTaulany #saveerintaulany tetangga sebelah gue juga sinting kebngetan..,4/22/2019 3:19,1.12E+18,no boncos,no_boncos,,hoax
#SaveTaulany #SaveErinTaulany ,4/22/2019 3:16,1.12E+18,Poolgank,deckykris,,hoax
"Si OWO terlalu obsesi dengan jabatan Presiden! Apalagi dgn org org yg di sekitar si OWO, caci maki, hujat sana sini, giliran di balikin ga trima. NDESO! #SaveTaulany #SaveErinTaulany",4/22/2019 3:16,1.12E+18,Adhitya Indra P,AdhityaIndraP,,hoax
"Dibilang sakit jiwa, pendukungnya ngamuk. Klakuan kek org sakit jiwa tapi marah dibilang sinting. Trus kudu piyeeeee #saveerintaulany",4/22/2019 3:14,1.12E+18,Viantiara,EnyVianty,,hoax
"Ruko Blok C Tanah Abang Kebakaran, 14 Mobil Pemadam Kebakaran Dikerahkan #jakarta #berita #beritaterbaru #beritaterkini #beritanews #beritaviral #viral #kebakaran #tanahabang #kebakarantanahabang #EarthDay #MauMenangKokMainCurang #saveerintaulany ",4/22/2019 3:11,1.12E+18,Viral Hari Ini,viralhariini,,hoax
#SaveTaulany #SaveErinTaulany,4/22/2019 3:08,1.12E+18,Kreshna W. Linarda,KreshnaQuet,,hoax
Im with you mom. You’r not alone. cause being alone was suck!! #SaveTaulany #saveerintaulany,4/22/2019 3:07,1.12E+18,Debu Kasur,penikmatmigrain,,hoax
#saveerintaulany #PrabowoGila,4/22/2019 3:03,1.12E+18,kenangan masa lalu,julohufera,,hoax
#SaveErinTaulany Yg tegar mbak,4/22/2019 3:02,1.12E+18,Forman,Forman20969810,,hoax
#SaveTaulany #saveerintaulany Erin Taulany hanya melawan ketidakwarasan yang dibanggakan gerombolan yg berambisi berkuasa. #PemiluDamai @kpw3_kalsel,4/22/2019 3:02,1.12E+18,Mugiharto Wakhmadi,masmugyganteng,,hoax
#saveerintaulany,4/22/2019 3:02,1.12E+18,CDOB Sukabumi Utara,utara_sukabumi,,hoax
#SaveTaulany #saveerintaulany,4/22/2019 3:01,1.12E+18,Gatot Putra Subroto,gatotkacawdki,,hoax
"Politik itu emang buat kita geram, apalagi kalo sampai heboh dan melebihi lebihi prosedur #saveerintaulany ",4/22/2019 2:58,1.12E+18,WicakSono,PanduVVick,,hoax
"Yang penghinaan luar biasa itu adalah orang2 yg menghina pak jokowi yg statusnya sbg presiden..Presiden bonekalah, presiden sintinglah, Presiden planga plongolah dll itu ke presiden loh...tp pak jokowi nyantai aja.. #SaveTaulany , #saveerintaulany. ",4/22/2019 2:53,1.12E+18,Lismarindo,Lismarindo1,,hoax
#SaveTaulany #PrabowoHalu #saveerintaulany ,4/22/2019 2:52,1.12E+18,Jokowi2P,Cosukadisp69gm1,,hoax
@makLambeTurah sebenarnya @erintaulany itu ngomong fakta kok malah dibully? Heran dg cara berpikirnya gerombolan sebelah. #saveerintaulany #saveerintaulany,4/22/2019 2:50,1.12E+18,Toho Tama,tohotama,,hoax
"Mbak erin telah mewakili banyak orang yg ingin meyampaikan kebenaran, #SaveErinTaulany #SaveTaulany",4/22/2019 2:48,1.12E+18,Generasi Micin (FZ&FH),WPurnayadi,,hoax
#SaveTaulany #SaveErinTaulany,4/22/2019 2:46,1.12E+18,Duo_K,AtikSirait,,hoax
#saveerintaulany terus maunya di bilang apa dong?? Wong blm apa2 sudah mendeklarasikan menjadi presiden... maju teru mba Erin.. Taulany.. Allah tidak saré....,4/22/2019 2:45,1.12E+18,Soemadyo Soetaryo,SoemadyoSoetar1,,hoax
#saveerintaulany #SaveTaulany,4/22/2019 2:43,1.12E+18,ari wibowo,ariwibowo_1991,,hoax
Di negara mana pun di dunia. Pengawal presuden itu dari institusi resmi. Klu di Indonesia namannua PASPAMPRES. Terdiri dr TNI & POLRI. bukan curut2 Monaslimin. . Dibilang sinting Ngamuk. #SaveErinTaulany,4/22/2019 2:42,1.12E+18,Kang Prabu,KangPra53833391,,hoax
M. Firdaus (Pengacara Prabowo) Buronan RSJ Grogol..!!!! #SaveTaulany #SaveErinTaulany #SaveIstriAndreTaulani,4/22/2019 2:42,1.12E+18,Ben Avram #BEJO #JKW2P,RubenLumalessi1,,hoax
#SaveOurDemocracy #saveerintaulany #01JokowiAminSudahMenang,4/22/2019 2:40,1.12E+18,STAR- SUN STRONG,ongmar,,hoax
M. Firdaus Sakit Jiwa!!!! #SaveTaulany #SaveErinTaulany #SaveIstriAndreTaulani,4/22/2019 2:39,1.12E+18,Ben Avram #BEJO #JKW2P,RubenLumalessi1,,hoax
"Cara mereka Jahat namun diselimuti oleh putihnya Gamis... Orang yg punya akal sehat dan hati nurani pasti bertanya tanya, mengapa alurnya petinggi mereka menggunkan cara Hitam dibalik Putih.. Ya Allah Buka kan semua kejahatan sebenarnya.... #SaveTaulany #SaveErinTaulany ",4/22/2019 2:37,1.12E+18,hendokoretno,hendokoretno,,hoax
#SaveTaulany #SaveTaulany #saveerintaulany #SaveIstriAndreTaulani,4/22/2019 2:29,1.12E+18,shokhat sabana,danzsabana87,,hoax
"BPN jelas sengaja case ini dibumingkan untuk menarik militan 02 untuk turun kejalan, ingat Yah Jakarta Masih Jokowi , kita siap pasang badan, untuk rakyat yg di cekokin elite BPN.. #SaveTaulany #saveerintaulany",4/22/2019 2:26,1.12E+18,hendokoretno,hendokoretno,,hoax
Kampret paling bener emang Bener-bener bego #SaveTaulany #saveerintaulany,4/22/2019 2:24,1.12E+18,Jann-Fiete Arp,ArpJann,,hoax
#SaveTaulany #SaveTaulany #SaveTaulany #SaveErinTaulany #SaveTaulany #SaveErinTaulany #SaveTaulany #SaveErinTaulany,4/22/2019 2:24,1.12E+18,mimaciaen,MimMimaciaen,,hoax
#saveerintaulany suara rakyat di sampaikan terima kasih Erin,4/22/2019 2:22,1.12E+18,Adericho Orlando,orlandddoo,,hoax
#SaveErinTaulany,4/22/2019 2:22,1.12E+18,Nicko,husniabdulhalim,,hoax
#SaveTaulany #SaveErinTaulany ,4/22/2019 2:22,1.12E+18,hendokoretno,hendokoretno,,hoax
"jangan takut @erintaulany anda tdk sendiri, kami barsama anda, pak @jokowi tdk tinggalkan anda. #SaveTaulany #SaveErinTaulany",4/22/2019 2:21,1.12E+18,christian Peter,cp_bapathy,,hoax
#SaveTaulany #SaveErinTaulany ,4/22/2019 2:20,1.12E+18,hendokoretno,hendokoretno,,hoax
#SaveTaulany #SaveErinTaulany #SaveErinTaulany #SaveErinTaulany ,4/22/2019 2:16,1.12E+18,sovie,Venty1402,,hoax
"Belum jdi aja sdh seperti itu, gmna klo sdh jdi, yg demo2 dan kritik menentang mereka pasti hilang tnpa jejak... #SaveTaulany #SaveErinTaulany",4/22/2019 2:14,1.12E+18,JokoWinElection,ninos_sumando,,hoax
#SaveErinTaulany,4/22/2019 2:14,1.12E+18,Zulfan,Rockgar12,,hoax
"iyups betul sekali, setuju saya. #SaveTaulany #saveerintaulany ",4/22/2019 2:13,1.12E+18,Belly Argo,belly_argo,,hoax
"Ya kelakuanya kaya gitu gimana jg bikin geregetan, sebetulnya banyak orang yg pingin nulis lebih dari itu #SaveTaulany #saveerintaulany",4/22/2019 2:13,1.12E+18,Kristin,Kristin26825924,,hoax
"Tenang te.... #SaveTaulany #saveerintaulany Tak liatin dulu,nnti klo yg gila makin gila,tak laporke ALLAH swt... #02CurangTeriakCurang",4/22/2019 2:01,1.12E+18,westausehat,westausehat,,hoax
Si wowo kan emang SINTING beneran Bukan begitu @Fahrihamzah? #saveerintaulany ,4/22/2019 1:59,1.12E+18,Bambang ganteng,Bambang41208977,,hoax
#SaveTaulany #SaveErinTaulany ,4/22/2019 1:58,1.12E+18,sovita chandra,sov1sticated,,hoax
#SaveTaulany #SaveErinTaulany ,4/22/2019 1:56,1.12E+18,dARDIri dardak,dir1ku,,hoax
#SaveErinTaulany #SaveTaulany,4/22/2019 1:54,1.12E+18,Anflo,Anflo42562803,,hoax
#SaveTaulany #SaveErinTaulany ,4/22/2019 1:50,1.12E+18,IG : @martendoank27,martendoank,,hoax
#SaveTaulany atau #SaveErintaulany dlm kejadian #ErintaulaniSakitJiwa itu menyelesaikannya sebenernya mudah; coba aja suruh yg dituduh pny masalah kejiwaan tes kesehatan jiwa spt halnya pd saat Pak @jokowi dituduh PKI tp malah beliau yg disuruh tes DNA.,4/22/2019 1:48,1.12E+18,Ratri Seto Respati,r_setorespati,,hoax
#saveerintaulany #SaveTaulany,4/22/2019 1:46,1.12E+18,roosie setiawan,roosie13,,hoax
#saveerintaulany ,4/22/2019 1:44,1.12E+18,Desya  🙏#HOKI  😊,GandiDesyaNatan,,hoax
Mmm #SaveTaulany #SaveTaulany #saveerintaulany #saveerintaulany #SaveTaulany #SaveTaulany #saveerintaulany #saveerintaulany ,4/22/2019 1:43,1.12E+18,Fiktor Lubis,fiktorlubis,,hoax
#SaveTaulany #saveerintaulany #SaveTaulany #saveerintaulany,4/22/2019 1:40,1.12E+18,Roni Milanisti,Roni_Milanelo,,hoax
SINTING !!!!!!! @prabowo @sandiuno @fadlizon @Dahnilanzar @andre_rosiade @Fahrihamzah @FaldoMaldini @haikal_hassan Kalian ikutan GILA karena #PrabowoGila #SaveTaulany #saveerintaulany ,4/22/2019 1:40,1.12E+18,JAY 4ever,JAY4ever83,,hoax
Mereka maha benar #saveerintaulany #SaveTaulany #SaveTaulany,4/22/2019 1:39,1.12E+18,T.H_Ardianto,Pax_O_Pix,,hoax
#SaveErinTaulany #SaveTaulany,4/22/2019 1:35,1.12E+18,aku sayang diriku,EnjelaPasca,,hoax
"Erin Taulani jgn takut, km tdk sendiri #SaveTaulany #SaveErinTaulany",4/22/2019 1:35,1.12E+18,christian Peter,cp_bapathy,,hoax
#SaveErinTaulany #SaveTaulany Semoga Tuhan melindungi mbak Erin dan mas Andre,4/22/2019 1:34,1.12E+18,Hana,HanaNuraini07,,hoax
@prabowo SINTING!!! NISTA GW DONG! #SaveTaulany #saveerintaulany,4/22/2019 1:28,1.12E+18,Che,aryanggim,,hoax
#SaveErinTaulany #SaveTaulany,4/22/2019 1:18,1.12E+18,stephanus cahyo adiraja,papiabel,,hoax
Kalo ngenggol demen bgt.. giliran disenggol.. marah.. #saveerintaulany #SaveTaulany,4/22/2019 1:13,1.12E+18,Tina Kristina,TinaKri94208346,,hoax
#saveerintaulany,4/22/2019 1:12,1.12E+18,IG : @martendoank27,martendoank,,hoax
#SaveTaulany #SaveErinTaulany #SaveSanity,4/22/2019 1:10,1.12E+18,(bukan) Power Ranger Merah,WongisJawanicus,,hoax
"Jokowi dihina, difitnah, dicaci beliau tetap diam. TKN kalau mau marah seperti BPN bisa, tapi Jokowi & TKN tetap sabar. Giliran dikatain gini doang sama erin taulany BPN ngamuk wkwkwk. Auk ah si wowo #saveerintaulany ",4/22/2019 1:08,1.12E+18,dikitlagilulus,otwkuliah,,hoax
Sintingggg #SaveErinTaulany #SaveTaulany,4/22/2019 1:08,1.12E+18,Margareth,Hapsariratih1,,hoax
Mainan kita waktu bocah..akhirnya anak2 milenial memainkan juga #SiapPresiden #BantuKawalPemilu #SaveTaulany #saveerintaulany,4/22/2019 1:07,1.12E+18,Margareth,Hapsariratih1,,hoax
#Savetaulany #Saveerintaulany ,4/22/2019 1:06,1.12E+18,Julius Deddy Damara,jdeddydamara,,hoax
"#SaveTaulany Baru purak purak presiden, bolonya sudah nmpak ditaktor.. #SaveTaulany #SaveTaulany #saveerintaulany #JokowiWinElection",4/22/2019 0:58,1.12E+18,"Endro Prayetno, ST",EndroWongCilik,,hoax
Trus gimana sama mreka yg slama ini ngehina jokowi??? Knapa tidk dilaporkan juga???? Mereka2 yang slama ini hina2 jokowi...tp seorng jokowi ttp diamkan sja...loh ini bru sprti itu lngsng dilapirkan ke polisi....mereka ngak intropeksi dirj ya.. #SaveTaulany #saveerintaulany,4/22/2019 0:58,1.12E+18,anak timur,ym0954028425,,hoax
"Erin sudah betul kok... capres kalah tapi ngaku2 sudah menang dan mendeklarasikan kemenangannya sampe berkali2, apa namanya? SINTING atau bukan? #SaveTaulany #saveerintaulany",4/22/2019 0:57,1.12E+18,#01TheChampion,liongfingo,,hoax
ini kok pada baper dah. dikatain sinting sekali aja uda lapor. gmna presiden kita yg uda dicaci maki sejak dia masih nyapres? #SaveTaulany #SaveErinTaulany,4/22/2019 0:57,1.12E+18,siapa juga yang,m_aulidia,,hoax
Terlalu..... #SaveErinTaulany,4/22/2019 0:47,1.12E+18,Adnan Dasuki,AdnanDasuki99,,hoax
Elit politik yg menghujat pak Jokowi PLANGA PLONGO dan SINTING aman2 aja tuh..padahal Pak Jokowi adalah Presiden RI yg beneran dan sah secara konstitusional sbg SIMBOL NEGARA (bukan presiden HaiTI loh) #SaveTaulany #saveerintaulany,4/22/2019 0:47,1.12E+18,Beng Beng,RudiAkbar27,,hoax
#SaveTaulany #SaveErinTaulany,4/22/2019 0:47,1.12E+18,siti khanifah,sitikhanifah05,,hoax
Eh btw gak ada yg mau bikin senjata nuklir nih? #saveerintaulany #SaveTaulany,4/22/2019 0:46,1.12E+18,WSMV,AWSM1985,,hoax
Mereka2 itu sudh ngak bisa intropeksi diri lagi makanya kaya gitu. #SaveTaulany #saveerintaulany,4/22/2019 0:44,1.12E+18,anak timur,ym0954028425,,hoax
"#saveerintaulany kalo kata SINTING dipermasalahkan BPN 02, maka manusia ini @Fahrihamzah harusnya juga DIPROSES HUKUM ... #02PanikKalah",4/22/2019 0:38,1.12E+18,Ambrosius LM,ambrossssssssss,,hoax
#saveerintaulany ,4/22/2019 0:36,1.12E+18,eska haryanto,sk_haryanto,,hoax
Trus mreka2 yg slama ini hina2 jokowi gimana???? Itu penistaan apa bukan?? Aneh2 sja mreka....karena takut kalah makanya skrng mreka mulai mencari2 keslahan orng lain. Bukannya intropeksi diri mreka malahan mlai cri2 cara sprti itu. #saveerintaulany #SaveTaulany,4/22/2019 0:36,1.12E+18,anak timur,ym0954028425,,hoax
"Trus yg hina2 pak jokowi apakah itu bukan keterlaluan.???? Bung fadli zon, apakah bukan keterlaluan????? Intropeksi diri dong....jngn hanya mau mempersalahkan orang lain...sdangkan diri kita tidk kita periksa ..apakah bnar atau tidk??? #saveerintaulany",4/22/2019 0:33,1.12E+18,anak timur,ym0954028425,,hoax
"Di negara saya, ada yang main presiden-presidenan, deklarasi-deklarasian dengan dasar survei diem-dieman, data realcount-realcountan, abis itu dilantik rakyat-rakyatan. Semua itu emang cuma main-mainan. Cuma SINTINGnya yang beneran #SaveTaulany #SaveErinTaulany #02PanikKalah",4/22/2019 0:32,1.12E+18,ARMAWARA,armawaras,,hoax
mau penghasilan tambahan? cek profile gan. #saveerintaulany #TernyataBesokSenin #DaruratC1Plano,4/22/2019 0:30,1.12E+18,My BTC,my_freebtc,,hoax
#SaveErinTaulany #SaveTaulany,4/22/2019 0:27,1.12E+18,siti khanifah,sitikhanifah05,,hoax
#saveerintaulany #SaveTaulany,4/22/2019 0:23,1.12E+18,Lizza Omar,ZAhra019,,hoax
#saveerintaulany #SaveTaulany yg waras mengalah saja. Biarkan yg sakit jiwa teriak2 karena memang mereka lagi sakit jiwa. Udah kalah kok ngaku2 menang. Situ sehat pak??,4/22/2019 0:23,1.12E+18,Ucik,UcikCuiit,,hoax
#saveerintaulany ,4/22/2019 0:22,1.12E+18,Memes Asih,memes_asih,,hoax
#SaveTaulany #SaveErinTaulany,4/22/2019 0:19,1.12E+18,siti khanifah,sitikhanifah05,,hoax
#SaveErinTaulany,4/22/2019 0:16,1.12E+18,Leo Agustinus Yuwono,leoyuwono,,hoax
#SaveTaulany #SaveErintaulany,4/22/2019 0:15,1.12E+18,yusrin,ucinkamba,,hoax
#saveerintaulany #saveerintaulany #saveerintaulany,4/22/2019 0:15,1.12E+18,kebo,sayatetepdedy,,hoax
"#SaveTaulany #SaveErinTaulany Pokoknya gw dukung kalian, ini cuma kekesalan saja karna gw jg muak dg presiden2an begini... @andretaulany74 @erintaulany",4/22/2019 0:14,1.12E+18,Muhammad Sholeh,come_soleh,,hoax
#saveerintaulany,4/22/2019 0:10,1.12E+18,Lizza Omar,ZAhra019,,hoax
#SaveTaulany #SaveErinTaulany,4/22/2019 0:07,1.12E+18,adi_s,adisbt,,valid
Kalo dia mah raja sinting #SaveTaulany #SaveErinTaulany,4/22/2019 0:04,1.12E+18,OpaDarmanto,darmanto0802,,valid
"Pak jokowi dihina macem2 gitu kalian diam2 aja,giliran dia dihina balik kyk kebakaran jenggot nya. #saveerintaulany",4/22/2019 0:04,1.12E+18,Lizza Omar,ZAhra019,,valid
Semangat dan tetap kuat #saveerintaulany,4/22/2019 0:03,1.12E+18,Lhina,Lhina83880334,,valid
Erin taulany jadi Korban kegilaan Capres stress!!! #saveerintaulany #PrabowoGilaJabatan!!!,4/22/2019 0:02,1.12E+18,Gamer Noob!  🤓,Ian_Yosha,,valid
#saveTaulany #saveerintaulany,4/21/2019 23:59,1.12E+18,wansinghong,iwan_11nop,,valid
#SaveTaulany #saveerintaulany ,4/21/2019 23:58,1.12E+18,Holiness Purba,Hestekinaja_,,valid
#saveerintaulany bagaimanapun jujur lebih baik,4/21/2019 23:58,1.12E+18,Simboke Genduks,purwati_ary,,valid
Sekedar menolak KeTIDAKWARASan #SaveTaulany #saveerintaulany,4/21/2019 23:55,1.12E+18,Anie R.A Sampoerna,AnieQueen_,,valid
Preeettt... #saveerintaulany,4/21/2019 23:49,1.12E+18,AwayShenjh,awaytwitt,,valid
#saveerintaulany #savetaulany,4/21/2019 23:48,1.12E+18,poor,pandapink89,,valid
"Klo mau tentram jaga lisan, kebebasan berpikir, berucap anda hari ini tdk hanya dibatasi UU ITE tp jg dibatasi oleh perasaan org lain #ErintaulanySakitJiwa #saveerintaulany",4/21/2019 23:36,1.12E+18,Achmad Yunus,GusYunus,,valid
"Nah blom berkuasa aja udh kayak gini..,coba waktu bpk jowoki di hina sama kubu mereka??? #saveerintaulany #SaveTaulany #BantuKawalPemilu #JokowiWinElection",4/21/2019 23:31,1.12E+18,Donovan,ivankastara,,valid
Ingatt Mereka Habib pernah berkata Banci pada presiden Jokowi .... #saveerintaulany,4/21/2019 23:30,1.12E+18,hendokoretno,hendokoretno,,valid
#SaveErinTaulany #SaveTaulany,4/21/2019 23:30,1.12E+18,SIWON werockabilly weroatmowireja,siwon_w_w,,valid
#SaveErinTaulany Mungkin Krn artis jd booming... Coba kita cebong...ahkkkk mana berani ya kan lurrrrr...,4/21/2019 23:29,1.12E+18,🇲🇨Anak Indonesia  🇲🇨,lenizabet80gma1,,valid
#SaveTaulany #SaveErinTaulany ,4/21/2019 23:29,1.12E+18,"Hariawan, Gusti Ngrh",balikurumatrans,,valid
#SaveErinTaulany #SaveTaulany,4/21/2019 23:20,1.12E+18,nindy septiana,naendyz,,valid
#SaveTaulany #SaveErinTaulany ,4/21/2019 23:13,1.12E+18,Common sense,Yuvosila_Fraser,,valid
#PrabowoMenangHoax #PrabowoGila #PrabowoHaluSandiagaMalu #PrabowoSinting #SaveTaulany #SaveErinTaulany,4/21/2019 23:12,1.12E+18,PhyxiuS,Ferr_di_an,,valid
Yuk teman-teman bantu gaungkan trus tagar #SaveTaulany dan #SaveErinTaulany #SaveTaulany #SaveErinTaulany,4/21/2019 23:07,1.12E+18,Mas_Ugyh,MasUgyh,,valid
"Mungkin @Fahrihamzah lupa apa pura pura lupa, mungkin anda lagi sibuk cari tweet anda ini trus mau di hapus ya. Hehehe #SaveTaulany #saveerintaulany ",4/21/2019 23:07,1.12E+18,Rangga Putra ®,pratamarangga65,,valid
#saveerintaulany,4/21/2019 22:56,1.12E+18,Felix S. Hasamin,fhasamin,,valid
"Dan kalau dibilang senteng, gila, sakit jiwa marah2,,, padahal lebih senteng dr orang senteng, lebih gila dr orang gila, lebih sakit jiwa dr orang sakit jiwa,,,, #SaveErinTaulany",4/21/2019 22:56,1.12E+18,Bang Tinok,BangTinok,,valid
#saveerintaulany,4/21/2019 22:56,1.12E+18,Felix S. Hasamin,fhasamin,,valid
#saveerintaulany,4/21/2019 22:55,1.12E+18,Felix S. Hasamin,fhasamin,,valid
Ini kalau dilaporin udah berapa ratus orang yg ketangkep. #SaveTaulany #saveerintaulany ,4/21/2019 22:55,1.12E+18,Rangga Putra ®,pratamarangga65,,valid
#SaveTaulany #SaveErinTaulany ,4/21/2019 22:46,1.12E+18,Aliya Muhib,ddarzah95,,valid
#savetaulany #saveerintaulany ,4/21/2019 22:41,1.12E+18,Marta Devira,Mrtadvira,,valid
@andretaulany74 @erintaulany #SaveTaulany #SaveErinTaulany #staystrongandretaulany,4/21/2019 22:40,1.12E+18,Aliya Muhib,ddarzah95,,valid
Nah! #SaveTaulany #SaveErinTaulany ,4/21/2019 22:33,1.12E+18,Chavals,charonita,,valid
"Mungkin mbak Erin terlalu jujur khum @CakKhum kagak bisa kayak Loe khum,,,, harusnya mbak Erik bilang: Prabowo itu sangat baik di mata kudanya #SaveErinTaulany",4/21/2019 22:20,1.12E+18,Bang Tinok,BangTinok,,valid
"Yaelaah.. yg hina om @prabowo di Indonesia itu banyaaaakkkk.... ga lbh sedikit dr yg hina pakde @jokowi Cm krn kl ini istri artis yg bcr jd dibuat heboh Udah dehh jangan pd cari panggung.. klo semua naik, ntar panggungnya rubuh. Mauu..? #SaveTaulany #SaveErinTaulany",4/21/2019 22:18,1.12E+18,ForeverYoung,amellbuitenzorg,,valid
"Apa kabar dengan Fahri Hamzah yang bilang Jokowi sinting & Fadli Zon yang bilang Jokowi PKI, kenapa gaada yang melaporkan mereka berdua sampai sekarang?? #SaveTaulany #saveerintaulany",4/21/2019 22:14,1.12E+18,justatadpole,kecebonglucu_,,valid
Nyata memang sakit siyap plesiden !! #SaveTaulany #saveerintaulany ,4/21/2019 22:06,1.12E+18,Sag ⚽q_MahakamRiver ✌JKW2Priode,DaykenUreq,,valid
#SaveErinTaulany,4/21/2019 21:59,1.12E+18,arief dwi cahyono,adc1408,,valid
Ketersinggungan tidak otomatis membuat anda benar #saveerintaulany #SaveTaulany,4/21/2019 21:51,1.12E+18,Enong Khairi,EnOnG_19,,valid
#SaveErinTaulany #SaveTaulany,4/21/2019 21:51,1.12E+18,Roni Syahroni,roni_ibrahim78,,valid
#SaveTaulany #saveerintaulany,4/21/2019 21:48,1.12E+18,Mel Warga 01,warga_01,,valid
#SaveTaulany yg dibilang emak2 gaul nyata gk spt yg dibilang si mulut mencong itu #SaveTaulany #saveerintaulany,4/21/2019 21:45,1.12E+18,Sag ⚽q_MahakamRiver ✌JKW2Priode,DaykenUreq,,valid
#SaveTaulany #saveerintaulany ,4/21/2019 21:45,1.12E+18,anTIK_Arini,AAntikarini,,valid
#SaveTaulany #saveerintaulany,4/21/2019 21:39,1.12E+18,ira humaira,BilqisKhira,,valid
#SaveTaulany #SaveErinTaulany,4/21/2019 21:38,1.12E+18,dian sasthri,sasthriyu,,valid
Mari selamatkan dia dari ikut ikutan kesintingan cebong #saveerintaulany,4/21/2019 21:32,1.12E+18,Pemburu Kadu,Dery24563043,,valid
#saveerintaulany #TampolFahryHamzah,4/21/2019 21:30,1.12E+18,IndraWL,wl_indra,,valid
"andaipun menang, apakah orang dewasa yang waras akan mau dipanggil presiden, padahal belum ada hasil resmi apalagi dilantik MPR. #SaveTaulany #saveerintaulany",4/21/2019 21:27,1.12E+18,Yayok,Yayok99664839,,valid
#SaveTaulany #SaveErinTaulany #TampolFachryHamzah,4/21/2019 21:24,1.12E+18,IndraWL,wl_indra,,valid
#SaveTaulany #SaveErinTaulany,4/21/2019 21:22,1.12E+18,IndraWL,wl_indra,,valid
",..Seperti biasa teriakan tidak jelas tanpa mau membuktikan,..untuk tampil memalukan diri sendiri,.. #saveerintaulany #SaveTaulany",4/21/2019 21:22,1.12E+18,Hermansjah DHA,hermansjahdha,,valid
"Ya sudah lah ga usah repot. ANggap aja begitu kan sudah sama2 enak. Dia enak dianggap waras, situ enak liat yg minta dianggap waras. #SaveTaulany #saveerintaulany",4/21/2019 21:22,1.12E+18,Permadi #OPT1MIS,PermadiReds,,valid
",..Orang seperti ini harus nya di bumi hanguskan di republik ini,..masih saja ada kaum yang selalu memakai dalil untuk menghalalkan segalanya dipercaya walaupun fitnah di depan nyata,.. #SaveTaulany #saveerintaulany",4/21/2019 21:18,1.12E+18,Hermansjah DHA,hermansjahdha,,valid
Expresi kekesalan ...ya wajarlah #saveerintaulany #saveerintaulany #saveerintaulany #saveerintaulany #saveerintaulany,4/21/2019 21:11,1.12E+18,Asther Busser,AstherJkt,,valid
#SaveTaulany #SaveErinTaulany #saveerintaulany ,4/21/2019 21:11,1.12E+18,Firdaus Juven MBA,Bimagroup,,valid
#SaveTaulany #SaveTaulany #SaveTaulany #SaveErinTaulany #SaveErinTaulany #SaveErinTaulany,4/21/2019 21:03,1.12E+18,Heri Indra,Heri_Indra31,,valid
"Erin Tulany sangat vokal, cerdas waras Bagaikan Kartini jaman NOW Bravo Erin Tulany #saveerintaulany",4/21/2019 20:46,1.12E+18,sabar setiabudi,sabar_setiabudi,,valid
#SaveTaulany #saveerintaulany,4/21/2019 20:34,1.12E+18,#Jokowi2Periode,reviera141,,valid
#saveerintaulany Kamu betul,4/21/2019 20:22,1.12E+18,roosie setiawan,roosie13,,valid
#SaveTaulany #SaveErinTaulany,4/21/2019 20:19,1.12E+18,Adeadeo,adea_deo,,valid
#SaveErinTaulany,4/21/2019 20:12,1.12E+18,SUGIARTI,sugiarti_yo,,valid
