full_text,full_text_norm,in_reply_to_user_id_str,favorite_count,created_at,jam,reply_count,in_reply_to_screen_name,id_str,entities_hashtags,text_sentiment,retweet_count,user_name,user_screen_name
"[SALAH] Tangkapan Layar Artikel Web KPU Diretas, Temuan Mengejutan!! Jokowi Angkat Isu PKI Tangkapan layar yang digunakan oleh cuitan SUMBER adalah hasil suntingan, VIVA tidak pernah ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tangkapan layar artikel web kpu diretas temuan mengejutan jokowi angkat isu pki tangkapan layar cuitan sumber hasil suntingan viva selengkapnya penjelasan referensi,953395269650952192 1369661,0,2019-02-07,06:23:00,1,KadhangBayu CC,1093394785501507600,LawanHoax,positive,1,MAFINDO,TurnBackHoax
"[SALAH] KORAN INGGRIS Disinformasi daur ulang, Independent Observer memang berbahasa Inggris tetapi BUKAN Koran Inggris. Pengelolanya adalah ... dengan alamat kontak di Cibinong (Bogor), selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah koran inggris disinformasi daur ulang independent observer bahasa inggris koran inggris pengelolanya alamat kontak cibinong bogor selengkapnya penjelasan referensi,NA,50,2019-02-06,17:44:00,13,NA,1093203708966449200,LawanHoax,neutral,94,MAFINDO,TurnBackHoax
"[SALAH] KENAPA RAKYAT TAK BERONTAK RUU Dwi Kewarganegaraan adalah untuk kepentingan WNI yang di luar negeri, bukan untuk mempermudah non WNI menjadi WNI seperti premis yang dibangun oleh ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah rakyat berontak ruu dwi kewarganegaraan kepentingan wni negeri mempermudah wni wni premis dibangun selengkapnya penjelasan referensi,NA,18,2019-02-06,12:12:00,1,NA,1093120274185089e3,LawanHoax,neutral,37,MAFINDO,TurnBackHoax
"[SALAH] wiranto akan melakukan kecurangan terhadap peghitungan suara Video yang digunakan post SUMBER adalah video mengenai konflik Partai Hanura, tidak ada hubungannya dengan perhitungan ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah wiranto kecurangan peghitungan suara video post sumber video konflik partai hanura hubungannya perhitungan selengkapnya penjelasan referensi,NA,17,2019-02-05,10:17:00,4,NA,1092728816059920400,LawanHoax,negative,40,MAFINDO,TurnBackHoax
"[SALAH] Imigran China di Jakarta Dipulangkan Anies Baswedan ke Negara Asalnya Video yang dibagikan oleh post sumber adalah unggahan tahun 2015 sementara Anies Baswedan dilantik di 2017, ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah imigran china jakarta dipulangkan anies baswedan negara asalnya video dibagikan post sumber unggahan twothousandfifteen anies baswedan dilantik twothousandseventeen selengkapnya penjelasan referensi,NA,44,2019-02-04,17:20:00,4,NA,1092472987180126200,LawanHoax,neutral,79,MAFINDO,TurnBackHoax
"[SALAH] Diduga Dibangun Pakai Material Kw 3 dari China Selain menggunakan foto yang tidak terkait dengan isi artikel, Nahimunkar(dot)org menyalin artikel salinan dari situs lain dengan ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah diduga dibangun pakai material kw china foto terkait isi artikel nahimunkar dot orang menyalin artikel salinan situs selengkapnya penjelasan referensi,NA,119,2019-02-04,11:43:00,11,NA,1092388132983431200,LawanHoax,neutral,162,MAFINDO,TurnBackHoax
"[SALAH] Stroke Kambuh, Prabowo Batal Orasi Politik di Acara Fraksi PKS Foto yang digunakan adalah hasil suntingan, menggunakan foto yang sudah beredar sebelumnya. Selengkapnya di bagian PENJELASAN. #LawanHoax",salah stroke kambuh prabowo batal orasi politik acara fraksi pks foto hasil suntingan foto beredar selengkapnya penjelasan,NA,4,2019-02-04,05:59:00,0,NA,1092301525055987700,LawanHoax,neutral,14,MAFINDO,TurnBackHoax
"[SALAH] Foto Suntingan Anna Maria Marten Foto yang diunggah adalah hasil suntingan, foto yang asli adalah yang diunggah di akun Instagram Anna Maria. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah foto suntingan anna maria marten foto diunggah hasil suntingan foto asli diunggah akun instagram anna maria selengkapnya penjelasan referensi,NA,21,2019-02-03,15:37:00,9,NA,1092084792210772e3,LawanHoax,positive,91,MAFINDO,TurnBackHoax
"[SALAH] Ini buktinya Prabowo bersama cucu PKI Foto yang digunakan oleh post SUMBER adalah hasil suntingan menggunakan foto yang sudah beredar sebelumnya, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah bukti prabowo cucu pki foto post sumber hasil suntingan foto beredar selengkapnya penjelasan referensi,105695916,2,2019-02-03,13:22:00,1,4d_h1m,1092050734940450800,LawanHoax,neutral,7,MAFINDO,TurnBackHoax
"[SALAH] paham politik gak sih pak? Post SUMBER membagikan tangkapan layar hasil suntingan, judul artikel yang benar adalah Banjir Merendam 9 Kelurahan di Kabupaten Batang. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah paham politik post sumber membagikan tangkapan layar hasil suntingan judul artikel banjir merendam kelurahan kabupaten batang selengkapnya penjelasan referensi,NA,10,2019-02-03,11:29:00,2,NA,1092022248817344500,LawanHoax,positive,14,MAFINDO,TurnBackHoax
"[SALAH] udang jadi tersangka Gambar tangkapan layar yang dibagikan adalah hasil suntingan, post Facebook yang diambil tangkapan layar adalah artikel tentang peristiwa di Masjid Jogokariyan. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah udang tersangka gambar tangkapan layar dibagikan hasil suntingan post facebook diambil tangkapan layar artikel peristiwa masjid jogokariyan selengkapnya penjelasan referensi,NA,11,2019-02-02,11:42:00,0,NA,1.0916631348450959e+18,LawanHoax,neutral,19,MAFINDO,TurnBackHoax
"[SALAH] berSATU untuk nomor SATU Foto yang digunakan adalah dokumentasi acara peluncuran album Satu di tahun 2016 lalu, tidak ada hubungannya dengan dukungan ke salah satu paslon. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah bersatu nomor foto dokumentasi acara peluncuran album twothousandsixteen hubungannya dukungan salah paslon selengkapnya penjelasan referensi,NA,18,2019-02-02,08:49:00,1,NA,1091619486862471200,LawanHoax,positive,30,MAFINDO,TurnBackHoax
"[SALAH] mengintimidasi ASN bawahannya Bukan intimidasi, video yang digunakan adalah potongan yang tidak menampilkan konteks utuh. Konteks yang utuh adalah Menkominfo mengingatkan mengenai ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah mengintimidasi asn bawahannya intimidasi video potongan menampilkan konteks utuh konteks utuh menkominfo selengkapnya penjelasan referensi,545368722 735358344106549248,2,2019-02-02,05:16:00,0,AgungWidrajat CCICPolri,1091565884877893600,LawanHoax,neutral,2,MAFINDO,TurnBackHoax
"[SALAH] Polisi mulai intimidasi warga *InfoAkurat Video yang diedarkan dipelintir secara verbal ketika video direkam, kejadian yang sesungguhnya adalah penggeledahan rumah tersangka. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah polisi intimidasi warga infoakurat video diedarkan dipelintir verbal video direkam kejadian sesungguhnya penggeledahan rumah tersangka selengkapnya penjelasan referensi,953395269650952192 138290629,2,2019-02-01,14:47:00,1,KadhangBayu DivHumas_Polri,1091347301195489300,LawanHoax,neutral,3,MAFINDO,TurnBackHoax
"[SALAH] Salam dari MAHER ZAIN Foto yang dibagikan oleh SUMBER adalah foto tahun 2012, tidak ada hubungannya dengan premis yang berusaha dibangun mengenai dukungan ke paslon tertentu. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah salam maher zain foto dibagikan sumber foto twothousandtwelve hubungannya premis berusaha dibangun dukungan paslon selengkapnya penjelasan referensi,NA,46,2019-02-01,00:45:00,7,NA,1091135293845991400,LawanHoax,positive,77,MAFINDO,TurnBackHoax
"[SALAH] Sby akhirnya mendukung kerja pemerintah jokowi Post SUMBER berusaha membangun premis Demokrat mendukung Jokowi dengan mengedarkan lagi video lama mendekati pelaksanaan pilpres, ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah sby dukung kerja pemerintah jokowi post sumber berusaha membangun premis demokrat dukung jokowi mengedarkan video mendekati pelaksanaan pilpres selengkapnya penjelasan referensi,NA,10,2019-01-30,05:58:00,0,NA,1090489477284253700,LawanHoax,positive,26,MAFINDO,TurnBackHoax
"[SALAH] Menari diatas penderitaan rakyat Daur ulang disinformasi lama yang sudah diulang setidaknya tiga kali sebelumnya, Prabowo mengutip dari sumber Thirty-Six Stratagems, esai bahasa ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah menari diatas penderitaan rakyat daur ulang disinformasi diulang kali prabowo mengutip sumber thirty stratagems esai bahasa selengkapnya penjelasan referensi,NA,10,2019-01-28,23:43:00,1,NA,1090032704840593400,LawanHoax,negative,26,MAFINDO,TurnBackHoax
"[SALAH] Keluarga Gusdur mendukung penuh calon President 01 Foto yang digunakan di pesan yang disebarkan adalah foto tahun 2015, dari konteks waktu jauh sebelum para pasangan .... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah keluarga gusdur dukung penuh calon presiden foto pesan disebarkan foto twothousandfifteen konteks pasangan selengkapnya penjelasan referensi,NA,20,2019-01-27,17:54:00,1,NA,1089582321680842800,LawanHoax,positive,24,MAFINDO,TurnBackHoax
"[SALAH] orang Cina punya KTP Cilacap atas nama Karsono Sudah diperiksa oleh Kantor Imigrasi Cilacap, kartu identitas yang diserahkan adalah kartu ID (bukan KTP) dan nama yang bersangkutan ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah orang cina ktp cilacap nama karsono diperiksa kantor imigrasi cilacap kartu identitas diserahkan kartu ktp nama bersangkutan selengkapnya penjelasan referensi,NA,50,2019-01-25,07:16:00,8,NA,1088697015561707500,LawanHoax,neutral,74,MAFINDO,TurnBackHoax
"[SALAH] Imbas ketidaksetaraan kesejahteraan gaji pekerja lokal dan TKA Tidak ada hubungannya dengan TKA, demo karyawan PT IMIP di Morowali adalah antara karyawan vs manajemen mengenai UMSK ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah imbas ketidaksetaraan kesejahteraan gaji pekerja lokal tka hubungannya tka demo karyawan pt imip morowali karyawan manajemen umsk selengkapnya penjelasan referensi,NA,109,2019-01-25,00:57:00,15,NA,1088601815493468200,LawanHoax,neutral,196,MAFINDO,TurnBackHoax
"[SALAH] Tulisan Lafadz Allah di Tisu Toilet Klarifikasi oleh produsen tisu, pola yang dicetak di tisu adalah logo daun Lidah Buaya (Aloe Vera). Berhubungan dengan kondisi psikologis pareidolia, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHox",salah tulisan lafadz allah tisu toilet klarifikasi produsen tisu pola dicetak tisu logo daun lidah buaya aloe vera berhubungan kondisi psikologis pareidolia selengkapnya penjelasan referensi,NA,14,2019-01-24,10:17:00,4,NA,1088380260805095400,LawanHox,neutral,33,MAFINDO,TurnBackHoax
"[SALAH] Patung Ahok di museum lilin Madame Tussauds Hongkong Daur ulang disinformasi yang pernah beredar di 2017 lalu. Foto yang digunakan oleh post sumber adalah foto Action Figure, ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah patung ahok museum lilin madame tussauds hongkong daur ulang disinformasi beredar twothousandseventeen foto post sumber foto aksi figure selengkapnya penjelasan referensi,NA,9,2019-01-23,05:57:00,0,NA,1087952395517263900,LawanHoax,neutral,16,MAFINDO,TurnBackHoax
"[SALAH] setelah mau pilihan pilres buru buru adakan sidak Video yang digunakan oleh post SUMBER adalah dokumentasi peristiwa di tahun 2015, bukan buru buru sidak seperti yang diklaim di ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah pilihan pilres buru buru adakan sidak video post sumber dokumentasi peristiwa twothousandfifteen buru buru sidak diklaim selengkapnya penjelasan referensi,NA,50,2019-01-22,23:40:00,7,NA,1087857592154521600,LawanHoax,neutral,92,MAFINDO,TurnBackHoax
[SALAH] Jadi yang Antek Jongos dan Budak Asing itu siapa? Pertemuan grup Dubes Uni Eropa adalah mengenai upaya UE menjaga hubungan dengan Indonesia siapapun yang memenangkan pilpres nanti ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax,salah antek jongos budak asing pertemuan grup dubes uni eropa upaya ue menjaga hubungan indonesia memenangkan pilpres selengkapnya penjelasan referensi,803432630121218048 764771894255943681,2,2019-01-22,05:27:00,0,TurnBackHoax lukman_anshory,1087582436924436500,LawanHoax,positive,1,MAFINDO,TurnBackHoax
"[SALAH] Saya kira ini tanda-tanda Vincent Guérend, Dubes Uni Eropa, menginformasikan bahwa akan menemui juga tim kampanye dari Jokowi - Maaruf Amin. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tanda tanda vincent guerend dubes uni eropa menginformasikan menemui tim kampanye jokowi maaruf amin selengkapnya penjelasan referensi,803432630121218048 764771894255943681,1,2019-01-21,11:54:00,2,TurnBackHoax lukman_anshory,1087317436913709e3,LawanHoax,neutral,3,MAFINDO,TurnBackHoax
[SALAH] Menko Luhut Cium Kaki Prabowo jika Terpilih Jadi Presiden #LawanHoax,salah menko luhut cium kaki prabowo terpilih presiden,23343960,2,2019-01-21,06:41:00,0,kompascom,1087238670946451500,LawanHoax,neutral,4,MAFINDO,TurnBackHoax
"[SALAH] Prabowo Ogah Tes Baca Al Quran Tapi Pilih Pesta Wine Joget Hura-hura? Post SUMBER menggunakan video hasil suntingan, video Prabowo menari Sajojo yang asli adalah unggahan di 2016. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah prabowo tes baca pilih pesta wine joget hura hura post sumber video hasil suntingan video prabowo menari sajojo asli unggahan twothousandsixteen selengkapnya penjelasan referensi,NA,4,2019-01-21,04:40:00,0,NA,1087208369197244400,LawanHoax,positive,13,MAFINDO,TurnBackHoax
"[SALAH] udeh kronis amat ame 2JARI Tidak ada hubungannya dengan kontestasi politik, ternyata tugu ditutup karena takut rusak sebab baru saja dibangun. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah kronis hubungannya kontestasi politik tugu ditutup takut rusak dibangun selengkapnya penjelasan referensi,NA,18,2019-01-20,15:12:00,5,NA,1087004863832047600,LawanHoax,negative,28,MAFINDO,TurnBackHoax
"[SALAH] Sudah menyebar didiamkan pula Klarifikasi oleh yang bersangkutan, foto tersebut adalah ketika DTKJ (Dewan Transportasi Kota Jakarta) berkunjung ke Vietnam. Selain itu, ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah menyebar didiamkan klarifikasi bersangkutan foto dtkj dewan transportasi kota jakarta berkunjung vietnam selengkapnya penjelasan referensi,NA,6,2019-01-19,03:03:00,0,NA,1086459214405365800,LawanHoax,neutral,13,MAFINDO,TurnBackHoax
"[SALAH] JAGAN KETAWA. KETAWANYA DALAM HATI AJA Video yang digunakan oleh post SUMBER adalah hasil suntingan pidato Jokowi di Hari Pers Nasional tahun 2015, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah ketawa ketawanya hati video post sumber hasil suntingan pidato jokowi pers nasional twothousandfifteen selengkapnya penjelasan referensi,NA,22,2019-01-16,06:46:00,1,NA,1085427953876398100,LawanHoax,neutral,34,MAFINDO,TurnBackHoax
"[SALAH] Jadi sudah tau kan kalau rezim jokowi anti islam Panitia sudah dihimbau untuk mengajukan ijin tetapi tidak diindahkan, selain itu oleh Polri juga sudah diberikan kelonggaran. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah rezim jokowi anti islam panitia dihimbau mengajukan ijin diindahkan polri kelonggaran selengkapnya penjelasan referensi,NA,57,2019-01-15,11:03:00,10,NA,1085130309211807700,LawanHoax,neutral,122,MAFINDO,TurnBackHoax
"[SALAH] Lagi heboh hari ini #putihkansolo Foto yang digunakan oleh post SUMBER adalah dokumentasi peristiwa di tahun 2016 lalu, selengkapnya di bagian PENJELASAN. #LawanHoax",salah heboh foto post sumber dokumentasi peristiwa twothousandsixteen selengkapnya penjelasan,NA,40,2019-01-13,16:59:00,4,NA,1084495039793791e3,putihkansolo LawanHoax,positive,76,MAFINDO,TurnBackHoax
"[SALAH] Agnez Mo JAHAP Video yang digunakan oleh post SUMBER diunggah di bulan Maret tahun lalu, bukan dibuat setelah pertemuan dengan Jokowi di tanggal 11 kemarin. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah agnez jahap video post sumber diunggah maret pertemuan jokowi tanggal eleven kemarin selengkapnya penjelasan referensi,NA,51,2019-01-13,11:39:00,9,NA,1084414582800564200,LawanHoax,neutral,87,MAFINDO,TurnBackHoax
"[SALAH] Situs OPERAIND Situs operain(dot)blogspot(dot)com adalah situs blog yang tidak memiliki kredibilitas karena situs blog bebas dibuat oleh siapapun, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah situs operaind situs operain dot blogspot dot situs blog memiliki kredibilitas situs blog bebas selengkapnya penjelasan referensi,NA,11,2019-01-13,07:45:00,0,NA,1084355791455379500,LawanHoax,neutral,27,MAFINDO,TurnBackHoax
"[SALAH] Panglima TNI salam dua jari biarkan cebong bunuh diri Puspen TNI: Simbol yang digunakan oleh lefting 87, angkatan 92 serta Lemhannas XX itu adalah simbol untuk kebersamaan dan ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah panglima tni salam jari biarkan cebong bunuh puspen tni simbol lefting eightyseven angkatan ninetytwo lemhannas xx simbol kebersamaan selengkapnya penjelasan referensi,NA,27,2019-01-12,16:06:00,1,NA,1084119466667954200,LawanHoax,negative,55,MAFINDO,TurnBackHoax
"[SALAH] Ayo diralat lagi Kebijakannya Video yang digunakan oleh post SUMBER adalah hasil suntingan dari video yang sudah beredar sebelumnya di Internet, digabungkan dengan ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah ayo diralat kebijakannya video post sumber hasil suntingan video beredar internet digabungkan selengkapnya penjelasan referensi,NA,25,2019-01-12,11:29:00,2,NA,1084049768781762600,LawanHoax,neutral,45,MAFINDO,TurnBackHoax
"[SALAH] Prabowo Bisa Ngaji Ini buktinya Video yang digunakan oleh post sumber adalah suntingan dari video ucapan Selamat Hari Raya Idul Fitri 1435 H di tahun 2014, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah prabowo ngaji bukti video post sumber suntingan video selamat raya idul fitri onethousandfourhundredthirtyfive twothousandfourteen selengkapnya penjelasan referensi,NA,34,2019-01-11,00:27:00,2,NA,1083520628303421400,LawanHoax,neutral,33,MAFINDO,TurnBackHoax
"[SALAH] SIAPA R KADER PKS PENYEWA VANESSA? Foto tangkapan layar yang digunakan oleh post SUMBER adalah hasil suntingan, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah kader pks penyewa vanessa foto tangkapan layar post sumber hasil suntingan selengkapnya penjelasan referensi,NA,14,2019-01-09,08:14:00,0,NA,1082913377087717400,LawanHoax,neutral,23,MAFINDO,TurnBackHoax
"[SALAH] Pelintiran Konteks Video Prabowo Menari Sajojo Video yang asli adalah yang diunggah di 2016, video yang baru-baru ini beredar disunting ditambahkan teks di dalam video dan atau ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah pelintiran konteks video prabowo menari sajojo video asli diunggah twothousandsixteen video beredar disunting teks video selengkapnya penjelasan referensi,NA,13,2019-01-07,23:42:00,7,NA,1082422163888431100,LawanHoax,positive,37,MAFINDO,TurnBackHoax
"[SALAH] Anggota Panwaslu dan KPU Buka Belang Lembaganya Bukan anggota Panwaslu atau KPU, yang berbicara di video adalah Eva Dwiana, anggota DRPD Lampung. Yang sedang dibahas adalah ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah anggota panwaslu kpu buka belang lembaganya anggota panwaslu kpu berbicara video eva dwiana anggota drpd lampung dibahas selengkapnya penjelasan referensi,NA,13,2019-01-06,14:46:00,0,NA,1081924981859053600,LawanHoax,neutral,33,MAFINDO,TurnBackHoax
"[SALAH] jokowi pewaris indonesia krn beliau cucu sunan kali jaga Tangkapan layar yang digunakan post SUMBER adalah hasil suntingan, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah jokowi pewaris indonesia beliau cucu sunan kali jaga tangkapan layar post sumber hasil suntingan selengkapnya penjelasan referensi,NA,26,2019-01-06,12:15:00,3,NA,1081887002209861600,LawanHoax,neutral,50,MAFINDO,TurnBackHoax
"[SALAH] tercetak sebelum tgl 1 januari Post sumber membagikan surat suara yang dicetak untuk keperluan validasi dan contoh, bukan cetakan surat suara untuk pencoblosan. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tercetak tanggal januari post sumber membagikan surat suara dicetak keperluan validasi contoh cetakan surat suara pencoblosan selengkapnya penjelasan referensi,NA,10,2019-01-06,09:05:00,1,NA,1081839146681851900,LawanHoax,neutral,8,MAFINDO,TurnBackHoax
"[SALAH] Tes Baca Qur’an, Ini Jawaban Mengejutkan Prabowo Selain judulnya adalah hasil suntingan, sumber dari artikel yang dibagikan oleh post sumber adalah tulisan blog tentang jawaban .... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tes baca qur mengejutkan prabowo judulnya hasil suntingan sumber artikel dibagikan post sumber tulisan blog selengkapnya penjelasan referensi,NA,30,2019-01-05,12:16:00,5,NA,1081524870599438300,LawanHoax,neutral,41,MAFINDO,TurnBackHoax
"[SALAH] masa lewat got sampai nyungsep segitunya Post sumber menggunakan foto hasil suntingan, warna mobil di foto asli adalah putih polos, tidak ada hubungannya dengan Gerindra. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah nyungsep segitunya post sumber foto hasil suntingan warna mobil foto asli putih polos hubungannya gerindra selengkapnya penjelasan referensi,NA,18,2019-01-04,09:46:00,1,NA,1081124642859827200,LawanHoax,negative,32,MAFINDO,TurnBackHoax
"[SALAH] Buat cebong jngn nyinyir trus klo bukti udh d tangn kita klian mu apa Selain menggunakan foto distribusi surat suara Pilkada Tangsel tahun 2015, isu yang disebarkan oleh post sumber... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah cebong nyinyir bukti tangn klian foto distribusi surat suara pilkada tangsel twothousandfifteen isu disebarkan post sumber selengkapnya penjelasan referensi,NA,19,2019-01-04,03:50:00,5,NA,1081035037171011600,LawanHoax,negative,47,MAFINDO,TurnBackHoax
"[SALAH] Kontainer surat suara yang sudah dicoblos Selain karena surat suara BELUM DICETAK, sudah dilakukan pengecekan ke lokasi oleh yang terkait dengan hasil klaim yang diedarkan di pesan ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah kontainer surat suara dicoblos surat suara dicetak pengecekan lokasi terkait hasil klaim diedarkan pesan selengkapnya penjelasan referensi,NA,72,2019-01-03,07:29:00,15,NA,1080727952122245100,LawanHoax,neutral,197,MAFINDO,TurnBackHoax
"[SALAH] Tangkapan Layar di Cuitan Satu lagi kebohongan @sandiuno Cuitan mencampurkan tangkapan layar artikel berita dari detik dengan tulisan dari sumber lain, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah tangkapan layar cuitan kebohongan cuitan mencampurkan tangkapan layar artikel berita detik tulisan sumber selengkapnya penjelasan referensi,21825460,2,2019-01-03,04:16:00,0,gatot_koco,1080679161616683e3,LawanHoax,neutral,6,MAFINDO,TurnBackHoax
"[SALAH] SRI MULYANI: YANG TERIMA GAJI GURU TETAP, YANG CAPEK MENGAJAR MALAH HONORER Selain merubah judul, situs infokemendikbud(dot)web(dot)id adalah situs blog. Kredibilitasnya meragukan ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah sri mulyani terima gaji guru capek mengajar honorer merubah judul situs infokemendikbud dot web dot situs blog kredibilitasnya meragukan selengkapnya penjelasan referensi,NA,25,2019-01-02,12:57:00,4,NA,1080448071169765400,LawanHoax,negative,45,MAFINDO,TurnBackHoax
"[SALAH] seorang perwira Cina memukuli seorang Muslim Uyghur karena memiliki salinan Alquran Para petugas yang berada di video adalah ..., lokasi kejadian adalah di Indonesia, bukan Turkistan. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah perwira cina memukuli muslim uyghur memiliki salinan alquran petugas video lokasi kejadian indonesia turkistan selengkapnya penjelasan referensi,803432630121218048 93847582,2,2019-01-01,17:05:00,0,TurnBackHoax kisbet_,1080147977505628200,LawanHoax,neutral,5,MAFINDO,TurnBackHoax
"[SALAH] TIDAK DIBERITAKAN OLEH MEDIA MAINSTREAM Post sumber membagikan video dari iNews, media mainstream, dan video yang dibagikan bebas diakses di YouTube. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah diberitakan media mainstream post sumber membagikan video inews media mainstream video dibagikan bebas diakses youtube selengkapnya penjelasan referensi,NA,25,2019-01-01,14:31:00,0,NA,1080109342597115900,LawanHoax,neutral,35,MAFINDO,TurnBackHoax
"[SALAH] Ternyata Sandiaga Salahuddin Uno ( SANDI ) Punya Gelar Professor tetapi tidak dipakainya Klarifikasi oleh Sandiaga Uno: Saya Diberikan Penghargaan, Bukan Gelar Profesor, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah sandiaga salahuddin uno sandi gelar professor dipakainya klarifikasi sandiaga uno penghargaan gelar profesor selengkapnya penjelasan referensi,NA,19,2019-01-01,11:27:00,6,NA,1080062990169198600,LawanHoax,neutral,55,MAFINDO,TurnBackHoax
"[SALAH] kedzoliman rezim pasti terkuak Tangkapan layar oleh post sumber diambil dari situs blog yang selain bisa dibuat oleh siapapun, sudah diblokir oleh penyedia layanan. Alfian Tanjung, ... Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah kedzoliman rezim terkuak tangkapan layar post sumber diambil situs blog diblokir penyedia layanan alfian tanjung selengkapnya penjelasan referensi,NA,16,2019-01-01,07:43:00,4,NA,1080006603422625800,LawanHoax,neutral,29,MAFINDO,TurnBackHoax
"[SALAH] salam 2 jari kubu Capres-Cawapres 02 mirip salam Dua jari LGBT China Foto yang digunakan adalah peristiwa di 2016, dari sisi waktu salah jika dikaitkan dengan salam dua jari ..., selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah salam jari kubu capres cawapres salam jari lgbt china foto peristiwa twothousandsixteen sisi salah dikaitkan salam jari selengkapnya penjelasan referensi,NA,4,2018-12-31,14:21:00,0,NA,1079744316606603300,LawanHoax,neutral,13,MAFINDO,TurnBackHoax
"[SALAH] #Lumpur_Panas dipinggir pintu tol GLC Bukan lumpur panas, post sumber membagikan foto lumpur halus yang keluar karena pengeboran tanah oleh PLN. Selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah dipinggir pintu tol glc lumpur panas post sumber membagikan foto lumpur halus pengeboran tanah pln selengkapnya penjelasan referensi,NA,10,2018-12-31,05:40:00,0,NA,1079613344632397800,Lumpur_Panas LawanHoax,neutral,24,MAFINDO,TurnBackHoax
"[SALAH] Ternyata Prabowo datang ke pengungsian daerah labuan Banten Foto yang digunakan oleh post sumber adalah foto ketika Prabowo mengunjungi pengungsi Lombok di bulan September lalu, selengkapnya di bagian PENJELASAN dan REFERENSI. #LawanHoax",salah prabowo pengungsian daerah labuan banten foto post sumber foto prabowo mengunjungi pengungsi lombok september selengkapnya penjelasan referensi,NA,179,2018-12-30,18:18:00,33,NA,1079441622251630600,LawanHoax,negative,311,MAFINDO,TurnBackHoax
